"debut";"fin";"Aquitaine";"Austrasie";"Bourgogne";"Neustrie";"Provence";"autres";"ecclesiastiques";"nobles"
"636";517;524;0;0;0;0;1;1;0;0
"637";517;524;0;0;0;0;1;1;0;0
"638";613;614;0;0;0;0;1;1;0;0
"639";576;597;1;0;0;0;0;0;1;0
"640";527;529;0;0;0;1;0;1;0;0
"641";566;566;0;0;0;0;1;1;0;0
"642";585;585;0;0;1;0;0;0;1;0
"643";485;490;1;0;0;0;0;0;1;0
"644";614;614;1;0;0;0;0;1;0;0
"645";NA;NA;0;0;0;0;0;0;0;0
"646";561;561;1;0;0;0;0;0;1;0
"647";585;585;0;0;1;0;0;0;1;0
"648";520;520;0;1;0;0;0;1;0;0
"649";480;490;0;0;0;1;0;1;0;0
"650";574;575;1;0;0;0;0;1;0;0
"651";582;582;1;0;0;0;0;0;1;0
"652";609;613;0;0;1;0;0;0;0;1
"653";549;549;0;0;0;1;0;1;0;0
"654";561;567;0;0;0;1;0;0;0;1
"655";506;506;1;0;0;0;0;1;0;0
"656";585;592;1;0;0;0;0;0;0;1
"657";589;594;0;0;0;1;0;0;0;1
"658";524;549;0;0;0;0;1;1;0;0
"659";573;581;0;0;1;0;0;1;0;0
"660";589;589;0;1;0;0;0;1;0;0
"661";510;515;1;0;0;0;0;0;1;0
"662";520;549;0;0;1;0;0;1;0;0
"663";580;585;0;0;1;0;0;0;0;1
"664";595;610;0;0;1;0;0;0;1;0
"665";584;585;1;0;0;0;0;0;0;1
"666";584;585;0;1;0;0;0;0;0;1
"667";555;561;0;0;0;0;0;0;0;1
"668";555;555;0;1;0;0;0;1;0;0
"669";573;580;0;1;0;0;0;1;0;0
"670";508;510;0;0;0;0;1;1;0;0
"671";515;517;0;0;0;0;1;1;0;0
"672";505;515;1;0;0;0;0;0;1;0
"673";573;573;0;0;0;0;1;1;0;0
"674";535;549;0;1;0;0;0;1;0;0
"675";NA;NA;0;0;0;0;0;0;0;0
"676";585;585;0;0;1;0;0;0;1;0
"677";NA;NA;0;0;0;0;0;0;0;0
"678";540;550;1;0;0;0;0;0;0;1
"679";567;568;0;0;0;1;0;0;0;1
"680";523;526;0;0;1;0;0;0;1;0
"681";511;529;0;0;0;1;0;1;0;0
"682";560;560;0;0;0;1;0;0;0;1
"683";506;506;1;0;0;0;0;1;0;0
"684";473;500;0;0;1;0;0;0;0;1
"685";575;587;0;1;0;0;0;0;0;1
"686";NA;NA;0;0;0;0;0;0;0;0
"687";524;534;0;0;1;0;0;0;0;1
"689";567;575;0;1;0;0;0;1;0;0
"692";549;562;0;0;0;1;0;1;0;0
"694";535;549;0;0;1;0;0;1;0;0
"695";541;541;0;0;0;0;1;0;1;0
"696";506;506;1;0;0;0;0;1;0;0
"697";506;506;1;0;0;0;0;1;0;0
"698";NA;NA;0;0;0;0;0;0;0;0
"699";466;506;0;0;1;0;0;0;0;1
"700";513;525;0;0;1;0;0;1;0;0
"701";563;573;0;0;1;0;0;0;1;0
"702";NA;NA;0;0;0;0;0;0;0;0
"703";585;590;0;1;0;0;0;1;0;0
"704";584;585;1;0;0;0;0;0;0;1
"705";595;605;0;1;0;0;0;1;0;0
"706";614;614;1;0;0;0;0;1;0;0
"707";NA;NA;0;0;0;0;0;0;0;0
"708";477;516;0;0;1;0;0;0;0;1
"709";573;575;0;1;0;0;0;0;0;1
"710";585;585;0;0;0;1;0;0;0;1
"711";614;627;0;0;0;1;0;1;0;0
"712";595;610;0;0;1;0;0;0;1;0
"713";515;524;0;0;1;0;0;0;0;1
"714";NA;552;0;0;0;1;0;0;1;0
"715";NA;NA;0;0;0;0;0;0;0;0
"716";614;614;1;0;0;0;0;1;0;0
"717";NA;NA;0;0;0;0;0;0;0;0
"718";584;585;0;0;1;0;0;1;0;0
"719";500;506;1;0;0;0;0;1;0;0
"720";510;515;0;0;0;1;0;1;0;0
"721";527;541;0;0;1;0;0;1;0;0
"722";NA;558;0;0;0;1;0;1;0;0
"723";573;585;0;0;0;0;1;1;0;0
"724";600;600;0;0;0;1;0;0;1;0
"725";577;577;0;0;1;0;0;0;0;1
"726";525;542;0;1;0;0;0;1;0;0
"727";475;490;0;0;1;0;0;1;0;0
"728";540;540;0;0;1;0;0;1;0;0
"729";573;604;0;0;1;0;0;1;0;0
"731";520;540;1;0;0;0;0;1;0;0
"732";549;554;0;0;0;0;1;1;0;0
"733";573;580;0;0;0;1;0;0;1;0
"734";614;614;0;1;0;0;0;1;0;0
"735";614;627;0;0;0;1;0;1;0;0
"736";602;630;0;0;0;1;0;1;0;0
"737";511;534;0;1;0;0;0;0;0;1
"738";614;627;1;0;0;0;0;1;0;0
"739";492;496;0;0;0;0;1;1;0;0
"740";NA;NA;0;0;0;0;0;0;0;0
"741";533;535;1;0;0;0;0;1;0;0
"742";554;554;0;0;0;0;1;0;1;0
"743";515;525;1;0;0;0;0;0;0;1
"745";NA;515;0;0;1;0;0;0;1;0
"746";508;512;0;0;0;0;1;0;1;0
"747";585;585;0;0;1;0;0;0;1;0
"748";NA;NA;0;0;0;0;0;0;0;0
"749";506;506;1;0;0;0;0;0;1;0
"750";561;565;0;0;0;1;0;0;0;1
"751";577;590;0;0;0;1;0;0;1;0
"752";517;538;0;0;0;1;0;0;0;1
"753";529;546;0;0;0;1;0;1;0;0
"754";580;584;0;0;0;1;0;1;0;0
"755";524;559;0;0;0;1;0;1;0;0
"756";584;585;1;0;0;0;0;0;0;1
"757";614;614;0;0;0;0;1;1;0;0
"758";525;525;1;0;0;0;0;0;1;0
"759";584;584;0;1;0;0;0;1;0;0
"760";506;545;0;0;1;0;0;0;1;0
"761";500;510;0;0;0;0;1;1;0;0
"762";506;506;0;0;0;0;1;0;1;0
"763";520;520;0;0;1;0;0;0;1;0
"764";543;545;0;0;0;0;1;0;1;0
"765";NA;NA;0;0;0;0;0;0;0;0
"766";570;575;0;1;0;0;0;1;0;0
"767";585;590;1;0;0;0;0;0;1;0
"768";573;582;0;0;0;1;0;0;1;0
"769";585;585;0;0;0;0;1;1;0;0
"770";614;614;1;0;0;0;0;1;0;0
"771";567;573;0;0;0;0;1;1;0;0
"772";475;506;0;0;0;0;1;1;0;0
"773";517;529;0;0;0;0;1;1;0;0
"774";518;528;0;0;1;0;0;1;0;0
"775";533;551;1;0;0;0;0;1;0;0
"776";NA;571;1;0;0;0;0;0;1;0
"777";590;590;1;0;0;0;0;0;1;0
"778";567;575;0;0;0;1;0;0;0;1
"779";515;515;0;0;1;0;0;0;1;0
"780";541;541;1;0;0;0;0;0;1;0
"781";573;585;1;0;0;0;0;1;0;0
"782";490;500;0;0;1;0;0;1;0;0
"783";565;570;0;0;1;0;0;0;1;0
"784";539;548;0;1;0;0;0;0;0;1
"785";561;565;0;0;0;1;0;1;0;0
"788";561;575;1;0;0;0;0;0;0;1
"789";614;614;0;0;0;1;0;1;0;0
"790";573;573;0;0;1;0;0;0;1;0
"791";585;585;0;0;1;0;0;0;1;0
"792";533;533;1;0;0;0;0;0;1;0
"793";533;565;0;0;0;1;0;1;0;0
"794";600;610;0;0;1;0;0;1;0;0
"795";506;506;0;0;0;1;0;0;1;0
"796";512;540;0;0;1;0;0;1;0;0
"797";NA;526;0;0;0;1;0;0;1;0
"798";542;542;0;0;0;0;1;0;1;0
"799";NA;NA;0;0;0;0;0;0;0;0
"800";NA;NA;0;0;0;0;0;0;0;0
"801";573;585;0;0;0;1;0;0;1;0
"802";580;NA;0;0;1;0;0;0;1;0
"803";512;520;1;0;0;0;0;0;1;0
"804";565;576;0;0;0;1;0;1;0;0
"805";581;614;0;0;0;1;0;1;0;0
"806";584;585;0;0;0;1;0;1;0;0
"807";576;576;1;0;0;0;0;0;1;0
"808";585;585;0;0;1;0;0;0;1;0
"809";513;518;0;0;1;0;0;0;1;0
"810";506;506;1;0;0;0;0;1;0;0
"811";511;512;0;0;0;1;0;1;0;0
"812";NA;NA;0;0;0;0;0;0;0;0
"813";500;506;0;0;0;0;1;1;0;0
"814";511;511;1;0;0;0;0;1;0;0
"815";524;524;0;0;0;0;1;0;1;0
"816";533;533;0;0;1;0;0;1;0;0
"817";540;545;0;0;1;0;0;1;0;0
"818";541;549;1;0;0;0;0;1;0;0
"819";550;570;1;0;0;0;0;1;0;0
"820";610;616;0;0;1;0;0;0;1;0
"821";NA;NA;0;0;0;0;0;0;0;0
"822";555;556;0;0;0;1;0;0;1;0
"823";586;600;1;0;0;0;0;0;1;0
"824";NA;NA;0;0;0;0;0;0;0;0
"825";538;549;0;0;0;1;0;1;0;0
"826";567;567;0;0;0;1;0;1;0;0
"827";585;585;0;0;1;0;0;0;1;0
"828";614;614;0;0;1;0;0;1;0;0
"829";NA;NA;0;0;0;0;0;0;0;0
"830";614;614;1;0;0;0;0;1;0;0
"831";567;573;0;0;0;1;0;1;0;0
"832";580;614;0;1;0;0;0;1;0;0
"833";609;614;0;0;0;1;0;1;0;0
"834";596;596;0;1;0;0;0;0;1;0
"835";511;511;0;0;0;1;0;1;0;0
"836";552;555;0;0;0;1;0;1;0;0
"837";490;500;0;0;1;0;0;1;0;0
"838";511;534;0;0;0;0;1;1;0;0
"839";549;584;1;0;0;0;0;1;0;0
"840";554;554;0;0;0;0;1;0;1;0
"841";573;585;1;0;0;0;0;1;0;0
"842";NA;586;0;0;1;0;0;1;0;0
"843";504;505;0;0;0;0;1;1;0;0
"844";NA;507;0;0;0;1;0;0;1;0
"845";538;549;0;0;0;1;0;1;0;0
"846";592;608;0;0;0;1;0;1;0;0
"847";560;574;0;0;0;0;1;0;1;0
"848";511;511;0;0;0;1;0;1;0;0
"849";614;614;0;0;0;0;1;1;0;0
"850";NA;487;0;0;1;0;0;1;0;0
"851";541;573;0;0;1;0;0;1;0;0
"852";527;534;0;0;0;0;1;1;0;0
"853";584;584;1;0;0;0;0;0;1;0
"854";522;542;0;0;0;0;1;0;1;0
"855";NA;NA;0;0;0;0;0;0;0;0
"856";511;541;1;0;0;0;0;1;0;0
"858";511;533;0;0;0;1;0;1;0;0
"859";520;525;0;0;1;0;0;0;1;0
"860";535;541;0;1;0;0;0;1;0;0
"861";576;586;0;0;0;1;0;0;1;0
"862";NA;NA;0;0;0;0;0;0;0;0
"863";561;581;0;1;0;0;0;0;0;1
"865";595;601;0;0;1;0;0;1;0;0
"866";602;602;0;0;1;0;0;0;1;0
"867";609;623;0;0;1;0;0;1;0;0
"868";587;590;1;0;0;0;0;0;0;1
"869";496;508;0;1;0;0;0;0;1;0
"870";550;560;0;0;0;1;0;1;0;0
"871";570;575;0;1;0;0;0;0;1;0
"872";561;565;0;0;1;0;0;0;0;1
"873";NA;NA;0;0;0;0;0;0;0;0
"875";610;627;0;0;0;1;0;1;0;0
"876";570;587;0;1;0;0;0;1;0;0
"877";561;575;0;1;0;0;0;0;0;1
"878";584;585;1;0;0;0;0;1;0;0
"879";549;554;0;0;0;0;1;1;0;0
"881";NA;NA;0;0;0;0;0;0;0;0
"882";584;584;0;0;0;1;0;1;0;0
"883";549;560;0;1;0;0;0;1;0;0
"884";561;566;1;0;0;0;0;0;0;1
"885";566;566;0;0;1;0;0;0;0;1
"886";463;510;0;0;1;0;0;1;0;0
"887";506;514;0;0;0;0;1;1;0;0
"888";506;533;1;0;0;0;0;1;0;0
"889";NA;NA;0;0;0;0;0;0;0;0
"890";NA;581;0;0;0;0;1;0;1;0
"891";614;614;0;0;0;0;1;1;0;0
"892";614;614;0;0;0;1;0;1;0;0
"893";NA;567;0;0;0;1;0;0;0;1
"894";541;549;0;0;1;0;0;1;0;0
"895";579;583;0;0;0;1;0;1;0;0
"896";577;577;0;0;0;1;0;1;0;0
"897";520;520;0;0;0;0;1;0;1;0
"898";549;549;0;0;0;0;1;0;1;0
"899";574;594;0;0;1;0;0;1;0;0
"900";567;592;1;0;0;0;0;1;0;0
"901";581;585;0;0;1;0;0;1;0;0
"902";538;538;0;0;0;1;0;0;1;0
"903";592;592;0;0;1;0;0;0;1;0
"904";590;612;0;0;1;0;0;0;1;0
"905";573;580;0;0;1;0;0;0;1;0
"907";506;506;1;0;0;0;0;1;0;0
"908";551;554;0;0;0;0;1;1;0;0
"909";NA;580;1;0;0;0;0;1;0;0
"910";511;511;0;0;0;1;0;1;0;0
"911";506;515;1;0;0;0;0;0;1;0
"912";486;505;0;1;0;0;0;1;0;0
"913";513;528;0;0;1;0;0;1;0;0
"914";524;541;0;0;0;0;1;1;0;0
"915";549;549;1;0;0;0;0;1;0;0
"916";570;570;0;0;1;0;0;1;0;0
"917";614;614;0;0;1;0;0;1;0;0
"918";NA;545;0;0;0;1;0;0;1;0
"919";580;584;0;0;0;1;0;1;0;0
"920";585;585;0;0;1;0;0;0;1;0
"921";549;552;0;0;0;1;0;1;0;0
"922";549;549;0;1;0;0;0;0;1;0
"923";511;519;0;0;0;1;0;1;0;0
"924";549;549;0;0;1;0;0;1;0;0
"925";577;584;0;0;0;1;0;1;0;0
"926";500;520;0;0;0;0;1;1;0;0
"927";NA;NA;0;0;0;0;0;0;0;0
"928";601;601;0;0;0;0;1;1;0;0
"929";563;565;0;0;0;1;0;0;0;1
"930";NA;NA;0;0;0;0;0;0;0;0
"931";508;514;0;0;0;0;1;1;0;0
"932";609;614;0;0;1;0;0;1;0;0
"933";541;541;1;0;0;0;0;0;1;0
"934";538;538;0;1;0;0;0;1;0;0
"935";NA;486;0;1;0;0;0;1;0;0
"936";511;511;0;0;0;1;0;1;0;0
"937";514;534;0;0;0;0;1;1;0;0
"939";NA;NA;0;0;0;0;0;0;0;0
"940";561;567;0;0;0;1;0;1;0;0
"941";534;548;0;1;0;0;0;1;0;0
"942";NA;572;0;0;1;0;0;0;1;0
"943";567;584;0;0;0;1;0;1;0;0
"944";NA;NA;0;0;0;0;0;0;0;0
"945";570;572;0;0;1;0;0;1;0;0
"946";NA;NA;0;0;0;0;0;0;0;0
"947";550;555;0;0;0;0;1;1;0;0
"948";581;587;0;0;1;0;0;1;0;0
"949";570;580;1;0;0;0;0;0;1;0
"950";575;580;1;0;0;0;0;0;0;1
"951";540;560;0;0;1;0;0;1;0;0
"952";NA;NA;0;0;0;0;0;0;0;0
"953";511;511;0;0;0;1;0;1;0;0
"954";557;557;0;0;0;0;1;0;1;0
"955";555;560;0;0;1;0;0;0;0;1
"956";580;590;1;0;0;0;0;1;0;0
"957";506;511;1;0;0;0;0;1;0;0
"958";NA;525;1;0;0;0;0;0;1;0
"959";543;552;0;0;1;0;0;0;1;0
"960";585;585;0;0;0;1;0;0;0;1
"961";585;585;1;0;0;0;0;0;0;1
"962";515;520;1;0;0;0;0;0;1;0
"963";585;585;0;0;1;0;0;0;1;0
"964";581;582;1;0;0;0;0;0;0;1
"965";582;591;0;0;0;1;0;1;0;0
"966";585;585;0;0;1;0;0;0;1;0
"968";590;590;0;1;0;0;0;0;0;1
"969";585;585;1;0;0;0;0;0;0;1
"970";590;590;0;1;0;0;0;0;0;1
"971";490;522;1;0;0;0;0;0;1;0
"972";NA;NA;0;0;0;0;0;0;0;0
"973";538;538;1;0;0;0;0;0;1;0
"974";525;527;0;0;1;0;0;1;0;0
"975";549;549;0;0;0;0;1;0;1;0
"976";573;585;0;0;0;0;1;1;0;0
"977";506;506;1;0;0;0;0;0;1;0
"978";533;533;0;0;1;0;0;0;1;0
"979";584;585;1;0;0;0;0;1;0;0
"980";590;590;0;1;0;0;0;1;0;0
"981";NA;NA;0;0;0;0;0;0;0;0
"982";549;554;0;0;0;0;1;1;0;0
"983";561;571;1;0;0;0;0;0;0;1
"984";573;589;1;0;0;0;0;1;0;0
"985";614;614;1;0;0;0;0;1;0;0
"986";NA;NA;0;0;0;0;0;0;0;0
"987";541;NA;0;1;0;0;0;1;0;0
"988";NA;NA;0;0;0;0;0;0;0;0
"989";541;549;0;0;1;0;0;1;0;0
"990";560;572;0;0;1;0;0;0;1;0
"991";573;585;0;0;0;1;0;1;0;0
"992";581;585;0;0;0;0;1;1;0;0
"993";533;549;0;0;0;1;0;1;0;0
"995";535;535;0;1;0;0;0;0;1;0
"996";506;506;1;0;0;0;0;0;1;0
"997";517;517;0;0;0;0;1;0;1;0
"998";458;488;0;0;0;1;0;1;0;0
"999";533;541;0;0;0;1;0;1;0;0
"1000";517;533;0;0;0;0;1;1;0;0
"1001";610;613;0;1;0;0;0;1;0;0
"1002";534;540;0;0;0;0;1;1;0;0
"1003";565;570;1;0;0;0;0;1;0;0
"1004";529;534;0;0;0;0;1;1;0;0
"1005";561;567;1;0;0;0;0;1;0;0
"1006";461;491;0;0;0;1;0;1;0;0
"1007";NA;508;1;0;0;0;0;0;1;0
"1008";494;497;0;0;1;0;0;1;0;0
"1009";490;510;0;0;1;0;0;1;0;0
"1010";539;557;0;0;1;0;0;0;1;0
"1011";568;577;0;0;1;0;0;0;1;0
"1012";585;585;0;0;1;0;0;1;0;0
"1013";559;573;0;0;1;0;0;1;0;0
"1014";NA;NA;0;0;0;0;0;0;0;0
"1015";555;561;0;0;1;0;0;0;0;1
"1016";506;506;0;0;0;0;1;1;0;0
"1017";NA;NA;0;0;0;0;0;0;0;0
"1018";573;586;0;0;0;1;0;1;0;0
"1019";594;596;0;0;0;1;0;1;0;0
"1020";506;506;1;0;0;0;0;1;0;0
"1021";506;506;1;0;0;0;0;0;1;0
"1022";500;511;1;0;0;0;0;1;0;0
"1023";514;514;0;0;0;0;1;1;0;0
"1024";542;545;0;0;0;0;1;0;1;0
"1025";549;549;0;0;0;0;1;0;1;0
"1026";570;578;0;1;0;0;0;1;0;0
"1027";550;574;0;0;1;0;0;0;1;0
"1028";614;614;0;0;0;0;1;1;0;0
"1029";568;579;0;0;0;0;0;1;0;0
"1030";550;561;1;0;0;0;0;1;0;0
"1031";581;585;0;0;0;0;1;1;0;0
"1032";570;570;0;0;1;0;0;0;1;0
"1033";557;568;0;0;1;0;0;0;1;0
"1034";538;561;0;0;1;0;0;1;0;0
"1035";556;557;0;0;0;0;1;1;0;0
"1036";580;591;0;0;0;1;0;0;1;0
"1037";506;506;1;0;0;0;0;0;1;0
"1038";573;573;1;0;0;0;0;1;0;0
"1039";585;585;0;0;0;0;1;1;0;0
"1040";506;506;0;0;0;0;1;0;1;0
"1041";NA;NA;0;0;0;0;0;0;0;0
"1042";NA;NA;0;0;0;0;0;0;0;0
"1043";496;500;0;0;0;0;1;1;0;0
"1044";491;496;0;0;0;0;1;0;1;0
"1045";590;590;1;0;0;0;0;0;1;0
"1046";524;533;0;0;0;0;1;1;0;0
"1047";534;534;1;0;0;0;0;0;1;0
"1048";470;486;0;1;0;0;0;1;0;0
"1049";490;500;0;0;0;1;0;0;1;0
"1050";515;530;0;0;0;1;0;1;0;0
"1051";610;610;0;0;1;0;0;0;1;0
"1053";517;545;0;0;0;0;1;1;0;0
"1054";549;554;0;0;0;0;1;1;0;0
"1055";561;586;0;0;0;1;0;1;0;0
"1056";517;517;0;0;1;0;0;1;0;0
"1058";496;511;0;0;0;1;0;1;0;0
"1059";573;587;0;0;1;0;0;1;0;0
"1060";506;506;0;0;0;0;1;1;0;0
"1061";520;530;0;0;0;1;0;1;0;0
"1062";580;590;0;0;0;1;0;0;1;0
"1063";541;551;1;0;0;0;0;0;1;0
"1064";NA;515;0;0;1;0;0;0;1;0
"1065";549;549;0;0;0;0;1;0;1;0
"1066";533;551;1;0;0;0;0;1;0;0
"1067";520;530;0;1;0;0;0;1;0;0
"1068";573;573;0;0;0;0;1;1;0;0
"1069";573;575;0;0;0;1;0;1;0;0
"1070";507;515;1;0;0;0;0;1;0;0
"1071";519;521;0;0;0;1;0;1;0;0
"1072";581;581;0;0;0;0;1;0;1;0
"1073";551;560;1;0;0;0;0;1;0;0
"1074";527;533;0;0;0;0;1;1;0;0
"1075";593;614;0;0;1;0;0;1;0;0
"1076";596;596;0;0;0;0;1;1;0;0
"1077";512;520;0;1;0;0;0;1;0;0
"1078";549;549;0;1;0;0;0;0;1;0
"1079";554;554;0;0;0;0;1;0;1;0
"1080";485;511;1;0;0;0;0;1;0;0
"1081";587;588;0;1;0;0;0;1;0;0
"1082";538;550;0;0;0;1;0;0;0;1
"1083";486;510;0;0;0;1;0;0;0;1
"1084";567;567;0;0;0;1;0;0;1;0
"1085";NA;581;1;0;0;0;0;0;0;1
"1086";581;585;0;0;1;0;0;1;0;0
"1087";NA;NA;0;0;0;0;0;0;0;0
"1088";585;585;0;1;0;0;0;0;0;1
"1089";590;590;0;1;0;0;0;0;0;1
"1090";614;654;0;0;1;0;0;1;0;0
"1091";590;590;0;0;0;1;0;1;0;0
"1092";459;533;0;1;0;0;0;1;0;0
"1093";581;584;1;0;0;0;0;1;0;0
"1094";NA;NA;0;0;0;0;0;0;0;0
"1095";580;590;1;0;0;0;0;1;0;0
"1096";NA;NA;0;0;0;0;0;0;0;0
"1097";NA;NA;0;0;0;0;0;0;0;0
"1098";573;573;0;0;1;0;0;1;0;0
"1099";570;573;0;0;0;1;0;0;1;0
"1100";576;580;0;0;0;1;0;0;1;0
"1101";NA;NA;0;0;0;0;0;0;0;0
"1103";614;614;0;1;0;0;0;1;0;0
"1104";NA;NA;0;0;0;0;0;0;0;0
"1105";614;614;0;0;1;0;0;1;0;0
"1107";567;586;0;0;0;1;0;1;0;0
"1108";585;585;0;0;1;0;0;0;1;0
"1109";533;535;0;1;0;0;0;1;0;0
"1110";555;558;0;0;1;0;0;1;0;0
"1111";571;571;1;0;0;0;0;0;0;1
"1112";600;612;0;1;0;0;0;1;0;0
"1113";585;585;0;0;1;0;0;0;1;0
"1114";NA;576;0;0;0;1;0;0;0;1
"1115";556;558;0;0;0;1;0;1;0;0
"1116";584;585;1;0;0;0;0;1;0;0
"1117";541;549;0;0;1;0;0;1;0;0
"1118";485;510;1;0;0;0;0;1;0;0
"1120";520;550;1;0;0;0;0;1;0;0
"1121";561;574;0;0;0;0;1;0;1;0
"1122";495;505;1;0;0;0;0;0;1;0
"1123";490;500;1;0;0;0;0;1;0;0
"1124";494;501;0;0;1;0;0;1;0;0
"1126";NA;525;0;0;1;0;0;0;1;0
"1127";540;545;0;0;1;0;0;1;0;0
"1128";538;541;0;0;1;0;0;1;0;0
"1129";584;585;1;0;0;0;0;1;0;0
"1130";589;589;0;1;0;0;0;1;0;0
"1131";NA;590;0;1;0;0;0;0;1;0
"1132";506;506;1;0;0;0;0;1;0;0
"1133";549;552;0;0;1;0;0;1;0;0
"1134";510;519;0;0;1;0;0;1;0;0
"1135";549;552;0;0;0;1;0;1;0;0
"1136";590;590;1;0;0;0;0;1;0;0
"1137";498;501;0;0;1;0;0;1;0;0
"1138";540;545;1;0;0;0;0;1;0;0
"1139";490;500;1;0;0;0;0;0;0;1
"1140";551;586;0;0;0;0;1;1;0;0
"1141";NA;561;0;0;0;1;0;1;0;0
"1142";614;614;0;1;0;0;0;1;0;0
"1143";549;549;0;0;0;1;0;0;1;0
"1144";585;585;0;0;1;0;0;0;1;0
"1145";NA;585;1;0;0;0;0;0;1;0
"1146";552;560;0;0;1;0;0;0;1;0
"1147";552;560;0;0;1;0;0;0;1;0
"1148";567;584;0;0;1;0;0;1;0;0
"1149";555;560;1;0;0;0;0;0;0;1
"1150";574;585;1;0;0;0;0;1;0;0
"1151";560;565;0;0;0;1;0;1;0;0
"1153";517;517;0;0;1;0;0;1;0;0
"1154";585;585;1;0;0;0;0;1;0;0
"1155";NA;NA;0;0;0;0;0;0;0;0
"1156";NA;NA;0;0;0;0;0;0;0;0
"1157";NA;508;1;0;0;0;0;0;1;0
"1158";540;540;0;0;0;1;0;1;0;0
"1159";541;542;1;0;0;0;0;1;0;0
"1160";517;517;0;0;0;0;1;1;0;0
"1161";561;570;0;0;0;1;0;0;1;0
"1162";534;541;0;1;0;0;0;1;0;0
"1163";614;614;0;0;0;0;1;1;0;0
"1164";602;602;0;0;1;0;0;0;1;0
"1165";561;566;1;0;0;0;0;0;1;0
"1166";549;549;0;0;0;0;1;0;1;0
"1167";589;589;0;1;0;0;0;1;0;0
"1168";506;530;0;0;1;0;0;0;1;0
"1169";596;601;0;0;0;0;1;1;0;0
"1170";NA;555;0;1;0;0;0;1;0;0
"1171";585;585;0;0;1;0;0;0;1;0
"1172";514;534;0;0;0;0;1;1;0;0
"1173";552;561;0;0;0;1;0;0;0;1
"1174";554;554;0;0;0;0;1;0;1;0
"1175";NA;NA;0;0;0;0;0;0;0;0
"1176";NA;NA;0;0;0;0;0;0;0;0
"1177";NA;NA;0;0;0;0;0;0;0;0
"1178";NA;NA;0;0;0;0;0;0;0;0
"1179";506;511;1;0;0;0;0;1;0;0
"1180";NA;NA;0;0;0;0;0;0;0;0
"1181";566;567;0;1;0;0;0;1;0;0
"1182";535;535;0;0;0;0;1;1;0;0
"1183";NA;NA;0;0;0;0;0;0;0;0
"1184";561;575;0;1;0;0;0;1;0;0
"1185";490;510;0;1;0;0;0;0;0;1
"1186";561;575;0;1;0;0;0;0;0;1
"1187";589;589;0;1;0;0;0;1;0;0
"1188";NA;NA;0;0;0;0;0;0;0;0
"1189";565;567;0;1;0;0;0;1;0;0
"1191";511;534;0;1;0;0;0;1;0;0
"1192";NA;NA;0;0;0;0;0;0;0;0
"1193";NA;NA;0;0;0;0;0;0;0;0
"1194";NA;NA;0;0;0;0;0;0;0;0
"1195";585;585;0;0;0;1;0;0;0;1
"1196";485;527;0;0;1;0;0;1;0;0
"1197";540;545;0;0;1;0;0;0;1;0
"1198";571;593;0;0;1;0;0;1;0;0
"1199";534;554;0;0;0;0;1;1;0;0
"1200";601;601;0;0;0;1;0;1;0;0
"1201";570;570;0;1;0;0;0;1;0;0
"1202";585;585;0;0;1;0;0;0;1;0
"1203";511;511;0;0;0;1;0;1;0;0
"1204";592;614;0;1;0;0;0;1;0;0
"1205";506;506;1;0;0;0;0;1;0;0
"1206";595;610;0;0;1;0;0;0;1;0
"1207";590;590;0;1;0;0;0;0;1;0
"1208";501;513;0;0;1;0;0;1;0;0
"1209";542;549;0;0;0;0;1;0;1;0
"1210";560;580;0;0;1;0;0;0;1;0
"1212";584;591;1;0;0;0;0;1;0;0
"1213";NA;612;0;0;1;0;0;0;1;0
"1214";589;590;0;1;0;0;0;1;0;0
"1215";571;571;1;0;0;0;0;0;1;0
"1216";NA;NA;0;0;0;0;0;0;0;0
"1217";533;541;1;0;0;0;0;1;0;0
"1218";NA;NA;0;0;0;0;0;0;0;0
"1219";465;486;0;0;0;1;0;0;0;1
"1221";NA;NA;0;0;0;0;0;0;0;0
"1222";NA;NA;0;0;0;0;0;0;0;0
"1223";560;600;0;0;1;0;0;1;0;0
"1224";551;570;0;0;1;0;0;1;0;0
"1225";585;585;0;0;1;0;0;0;1;0
"1226";614;626;0;0;1;0;0;1;0;0
"1227";585;585;0;0;1;0;0;0;1;0
"1228";575;590;0;0;0;1;0;0;1;0
"1229";NA;NA;0;0;0;0;0;0;0;0
"1230";NA;NA;0;0;0;0;0;0;0;0
"1231";517;517;0;0;1;0;0;1;0;0
"1232";585;585;0;0;1;0;0;0;1;0
"1233";NA;585;1;0;0;0;0;0;0;1
"1234";515;545;0;0;0;0;1;0;1;0
"1235";NA;NA;0;0;0;0;0;0;0;0
"1236";506;511;1;0;0;0;0;1;0;0
"1237";551;571;0;0;1;0;0;1;0;0
"1238";539;572;0;0;1;0;0;1;0;0
"1240";610;610;0;0;0;1;0;0;0;1
"1241";614;614;0;0;0;1;0;1;0;0
"1242";548;555;0;1;0;0;0;0;0;1
"1243";585;585;0;0;1;0;0;0;1;0
"1244";519;521;0;0;0;1;0;1;0;0
"1245";541;549;0;0;0;1;0;0;1;0
"1246";549;551;1;0;0;0;0;1;0;0
"1247";566;591;0;0;0;0;1;1;0;0
"1248";NA;NA;0;0;0;0;0;0;0;0
"1249";NA;NA;0;0;0;0;0;0;0;0
"1250";534;548;0;1;0;0;0;0;0;1
